TRACT_ID,YEAR,TOTAL_POPULATION,LAND_AREA
06085504318,2020,6840,1.684
06085504319,2020,6799,0.800
06085504320,2020,3002,0.362
06085504321,2020,5766,0.570
06085504322,2020,6058,1.234
06085504323,2020,6191,0.490
06085504410,2020,4593,0.429
06085504411,2020,6097,0.527
06085504412,2020,4956,0.380
06085504413,2020,1969,0.245
06085504414,2020,4547,0.685
06085504415,2020,4922,0.466
06085504416,2020,3827,0.435
06085504418,2020,3817,0.396
06085504421,2020,5707,0.620
06085504422,2020,3259,0.335
06085504423,2020,2149,0.215
06085504505,2020,9319,0.784
06085504506,2020,7047,0.699
06085504507,2020,5871,0.693
06085504601,2020,1065,7.430
06085504602,2020,2257,22.044
06085504700,2020,518,2.474
06085504802,2020,5165,0.706
06085504805,2020,7249,0.560
06085504806,2020,2972,0.317
06085505006,2020,12242,5.372
06099002605,2020,4307,0.620
06099002701,2020,3983,0.862
06099002702,2020,6287,0.849
06099002801,2020,6125,106.321
06099002802,2020,7049,34.533
06099002803,2020,3051,0.857
06099002901,2020,5125,122.570
06099003002,2020,7281,9.249
06099003100,2020,4178,61.296
06099003201,2020,4853,2.676
06099003300,2020,6353,247.574
06099003400,2020,1590,350.134
06099003603,2020,3867,52.199
06099003700,2020,4819,15.604
06099003802,2020,5443,0.939
06099003803,2020,3251,0.681
06099003804,2020,7230,1.137
06099003805,2020,3403,0.836
06099003904,2020,4675,1.411
06099003905,2020,4369,0.913
06099003906,2020,5285,0.501
06099003907,2020,7491,1.426
06099003908,2020,2836,0.407
06099003909,2020,5578,0.979
06099004000,2020,4100,59.798
06101050101,2020,6971,1.696
06101050102,2020,4651,0.798
06101050201,2020,3701,0.630
06001438400,2020,2666,0.665
06001440100,2020,2753,10.715
06001440200,2020,6106,0.447
06001440301,2020,7805,1.652
06001440304,2020,5124,0.377
06001440305,2020,4401,0.359
06001440306,2020,4119,0.260
06001440307,2020,4928,0.543
06001440308,2020,6290,0.712
06001440331,2020,3288,0.718
06001440332,2020,3471,0.951
06001440333,2020,2923,0.970
06001440334,2020,4427,0.395
06001440336,2020,4383,0.441
06001441100,2020,4599,5.849
06001441200,2020,6831,1.252
06001441301,2020,3255,1.272
06001441302,2020,5860,0.771
06001441401,2020,7738,0.730
06001441402,2020,5450,0.631
06001441501,2020,6603,1.014
06001441503,2020,7469,29.914
06001441521,2020,6045,0.660
06001441522,2020,5248,0.505
06001441523,2020,4240,0.181
06001441524,2020,4136,0.649
06001441601,2020,4788,0.499
06001441602,2020,8010,0.650
06001441800,2020,7661,0.786
06001441921,2020,3961,0.327
06001441923,2020,6042,0.582
06001441924,2020,7586,0.843
06001441926,2020,4516,0.158
06001441927,2020,4263,0.251
06001442000,2020,3299,3.139
06001442100,2020,5476,0.705
06001442200,2020,7440,1.624
06001442301,2020,5443,0.552
06021010200,2020,4960,51.853
06021010300,2020,1933,982.123
06021010501,2020,3798,61.392
06021010502,2020,1378,203.311
06023000100,2020,4337,1.488
06023000200,2020,5981,1.203
06023000300,2020,5097,1.191
06023000400,2020,4245,2.711
06023000500,2020,4361,0.932
06023000600,2020,5253,1.284
06023000700,2020,5521,2.403
06023000800,2020,5186,6.014
06023000900,2020,5325,24.862
06023001200,2020,4815,251.843
06023001300,2020,1423,15.799
06023010102,2020,2382,782.294
06023010200,2020,2989,240.668
06023010300,2020,3223,250.463
06023010400,2020,3644,14.036
06023010502,2020,5626,11.205
06023010600,2020,1992,81.392
06023010800,2020,4748,39.463
06023010901,2020,4635,2.727
06023010902,2020,4096,404.920
06023011000,2020,4941,2.785
06023011100,2020,4405,116.361
06023011200,2020,3435,384.247
06023011600,2020,3431,392.999
06037135102,2020,3867,0.643
06037135111,2020,4050,0.398
06037135113,2020,3138,0.248
06037135201,2020,3013,0.591
06037135202,2020,4618,0.680
06037137000,2020,5184,
06037137103,2020,5540,0.294
06037137104,2020,2579,0.990
06037137301,2020,2314,0.618
06037137302,2020,4392,0.944
06037137401,2020,4091,0.911
06037137402,2020,5626,1.190
06037137501,2020,5254,0.970
06037137502,2020,4337,0.807
06037137504,2020,1928,1.482
06037138000,2020,4766,1.727
06037139001,2020,5561,0.478
06037139200,2020,5994,0.445
06037139301,2020,4106,1.106
06037139302,2020,5016,0.131
06037139303,2020,4682,0.160
06037139401,2020,2488,0.351
06037139402,2020,2979,0.944
06037139502,2020,3004,0.405
06037139504,2020,4128,0.111
06037139600,2020,5241,0.956
06037139701,2020,5889,1.311
06037139703,2020,2747,1.826
06037139801,2020,3478,1.415
06037139802,2020,4041,2.346
06037141101,2020,4757,0.285
06037141102,2020,3120,0.296
06037141201,2020,4201,0.268
06037273902,2020,4416,0.346
06037274100,2020,4757,0.243
06037274202,2020,4151,0.366
06037275101,2020,1060,0.131
06037275102,2020,4282,0.234
06037275200,2020,3814,0.178
06037275311,2020,5275,0.485
06037275400,2020,4185,0.290
06037275500,2020,5337,0.294
06037275603,2020,2864,0.385
06037276000,2020,5960,0.904
06037276400,2020,4104,0.493
06037276500,2020,5710,0.460
06037276601,2020,4030,0.862
06037277000,2020,5581,0.888
06037277100,2020,3176,0.478
06037277200,2020,1943,0.402
06037277400,2020,576,0.247
06037278001,2020,2338,0.623
06037278102,2020,3008,0.648
06037291110,2020,4370,0.275
06037291120,2020,2548,0.271
06037291130,2020,3458,0.498
06037291210,2020,5429,0.480
06037291220,2020,3451,0.316
06037291300,2020,3237,0.911
06037293301,2020,2834,0.326
06037533601,2020,4674,0.211
06037533602,2020,5490,0.270
06037533603,2020,6863,0.313
06037533701,2020,3082,0.155
06037533702,2020,3734,0.125
06037533703,2020,5244,0.299
06037533803,2020,5899,0.302
06037533804,2020,3993,0.197
06037533805,2020,4011,0.167
06037533806,2020,3604,0.367
06037533901,2020,5476,0.294
06037533902,2020,4500,0.294
06037534001,2020,5387,0.303
06037534002,2020,4350,0.347
06037534101,2020,2399,0.198
06037534102,2020,6227,0.309
06037534201,2020,4641,0.197
06037534202,2020,5350,0.225
06037534203,2020,3440,0.291
06037534301,2020,4185,0.333
06037534302,2020,3875,0.149
06037534403,2020,3147,0.123
06037534404,2020,3459,0.159
06037534405,2020,4280,0.205
06037534406,2020,4660,0.150
06037534501,2020,5768,0.260
06037534502,2020,3972,0.220
06037534700,2020,4393,0.213
06037534802,2020,2464,0.156
06037534803,2020,4605,0.235
06037534804,2020,4477,0.142
06037534900,2020,6202,0.404
06037535001,2020,3992,0.174
06037535002,2020,3919,0.186
06037535101,2020,8098,0.437
06037535102,2020,4541,0.229
06037535200,2020,6240,0.334
06037535300,2020,6670,0.417
06037535400,2020,3295,0.369
06037535501,2020,3549,0.190
06037535502,2020,5606,0.183
06037535503,2020,2481,0.123
06037535603,2020,3901,0.303
06037910810,2020,2573,9.201
06037911001,2020,3718,144.102
06037920013,2020,6854,3.208
06037920015,2020,6503,2.262
06037920016,2020,4039,0.831
06037920017,2020,4211,0.798
06037920018,2020,1984,0.374
06037920020,2020,5968,4.171
06037920028,2020,8400,1.043
06037920029,2020,5065,0.864
06037920030,2020,4816,1.011
06037920031,2020,4741,2.456
06037920034,2020,3363,3.480
06037920035,2020,7120,0.952
06037920038,2020,1658,0.384
06037920039,2020,1623,0.402
06037920040,2020,4000,1.143
06037920041,2020,1425,0.699
06037920042,2020,6604,1.452
06037920043,2020,7533,7.212
06037920044,2020,2370,0.375
06037920045,2020,4404,0.723
06037920102,2020,4687,237.737
06037920104,2020,2939,61.051
06037920106,2020,3828,17.808
06037920109,2020,4883,0.872
06037920110,2020,2989,0.403
06037920111,2020,2935,0.457
06037920112,2020,4076,0.667
06037920114,2020,6463,1.094
06037920115,2020,4193,1.390
06037920116,2020,4999,2.867
06037920118,2020,6172,1.142
06037920119,2020,1844,1.954
06059062631,2020,3044,0.919
06059062632,2020,3926,5.515
06059062633,2020,6370,2.617
06059062634,2020,4815,1.180
06059062635,2020,4620,0.447
06059062636,2020,3950,0.455
06059062637,2020,5267,0.621
06059062638,2020,6129,0.508
06059062639,2020,7994,0.674
06059062640,2020,3364,0.569
06059062641,2020,4941,0.827
06059062642,2020,3084,0.788
06059062643,2020,6236,7.267
06059062645,2020,6266,2.138
06059062646,2020,3160,0.500
06059062647,2020,4724,0.682
06059062648,2020,2806,0.626
06059062649,2020,3150,1.297
06059062701,2020,2755,0.463
06059062702,2020,4420,0.575
06059062800,2020,4539,0.700
06059062900,2020,1655,0.178
06059063004,2020,6246,1.495
06059063005,2020,1402,0.210
06059063006,2020,2710,0.208
06059063007,2020,6483,1.701
06059063008,2020,1788,0.969
06059063009,2020,1744,0.725
06059063010,2020,6635,1.043
06059063101,2020,3077,0.722
06059063102,2020,6151,0.585
06059063103,2020,3731,0.375
06059063201,2020,3772,0.392
06059063202,2020,3718,0.383
06059063301,2020,3247,0.354
06059063302,2020,4094,0.520
06065043211,2020,7303,0.989
06065043216,2020,6323,1.977
06065043217,2020,3448,1.263
06065043218,2020,5111,1.924
06065043220,2020,4340,0.689
06065043222,2020,5132,3.371
06065043227,2020,8619,1.737
06065043228,2020,4251,0.616
06065043229,2020,4948,1.105
06065043235,2020,11253,5.699
06065043246,2020,6770,5.005
06065043248,2020,4616,0.813
06065043252,2020,9517,1.732
06065043254,2020,5506,20.389
06065043256,2020,3751,0.744
06065043262,2020,5143,1.368
06065043264,2020,7978,1.035
06065043265,2020,8222,1.749
06065043266,2020,5898,0.402
06065043267,2020,5723,2.046
06065043270,2020,6045,1.197
06065043271,2020,4617,1.552
06065043272,2020,5150,24.551
06065043274,2020,2134,3.258
06065043276,2020,3391,3.057
06065043278,2020,6257,3.727
06065043279,2020,5195,7.760
06065043304,2020,8782,41.557
06065043306,2020,4873,0.744
06065043307,2020,6228,1.408
06065043308,2020,2676,0.375
06065043309,2020,2483,0.470
06065043310,2020,3633,0.646
06065043311,2020,2313,0.493
06065043312,2020,4448,0.563
06071001200,2020,4724,0.602
06071001305,2020,6188,0.455
06071001307,2020,3874,0.495
06071001308,2020,5021,0.416
06071001309,2020,5180,0.503
06071001310,2020,5413,0.547
06071001311,2020,3696,0.593
06071001312,2020,5384,1.017
06071001400,2020,3182,0.443
06071001501,2020,3861,0.290
06071001503,2020,4432,0.213
06071001504,2020,6256,0.496
06071001600,2020,5435,4.796
06071001702,2020,6018,0.965
06071001703,2020,4727,0.731
06071001704,2020,4870,0.780
06071001706,2020,6602,0.428
06071001707,2020,6282,0.655
06071001803,2020,3444,3.549
06071001804,2020,5873,0.594
06071001806,2020,4836,0.564
06071001808,2020,4363,0.436
06071001809,2020,4470,0.911
06071001810,2020,5390,0.386
06071001812,2020,3087,0.350
06071001813,2020,5435,0.602
06071001901,2020,4564,0.750
06071001906,2020,9872,3.015
06071002011,2020,4662,1.477
06071002013,2020,4172,0.788
06071002014,2020,4379,1.375
06071002015,2020,4199,0.787
06071002016,2020,4018,0.691
06071002017,2020,5747,2.376
06071002018,2020,4453,1.005
06071002019,2020,5269,0.964
06071002021,2020,4943,2.658
06071002023,2020,5494,0.580
06073010110,2020,7567,0.847
06073010111,2020,3724,0.229
06073010112,2020,5633,0.310
06073010300,2020,4526,0.433
06073010401,2020,2600,0.153
06073010402,2020,5676,0.262
06073010501,2020,1490,0.175
06073010502,2020,5463,0.405
06073010601,2020,2470,1.700
06073010800,2020,2830,0.255
06073010900,2020,2293,0.487
06073011000,2020,3677,0.328
06073011100,2020,4730,0.351
06073011300,2020,2697,3.842
06073011601,2020,5285,0.283
06073011602,2020,4028,0.389
06073011700,2020,5998,0.630
06073011801,2020,3716,0.252
06073011802,2020,7749,0.347
06073011902,2020,5960,0.667
06073012002,2020,3557,0.220
06073012003,2020,3072,0.421
06073012101,2020,2281,0.267
06073012102,2020,3096,0.435
06073012200,2020,3671,0.662
06073012302,2020,1582,0.150
06073012303,2020,3134,0.592
06073012304,2020,3969,0.475
06073012401,2020,3039,0.564
06073012402,2020,5544,0.347
06073012501,2020,3557,0.178
06073012502,2020,4460,1.088
06073012600,2020,4646,1.175
06073012700,2020,4514,0.448
06073012800,2020,4124,0.400
06073012900,2020,3461,0.530
06073013000,2020,5698,0.628
06073013102,2020,6480,0.766
06073013103,2020,2443,0.683
06073013104,2020,6288,0.377
06073013203,2020,5717,0.431
06073013204,2020,4297,0.310
06077000600,2020,1793,0.371
06077000700,2020,4680,0.691
06077000900,2020,5769,1.149
06077001000,2020,5440,1.318
06077001101,2020,5196,0.745
06077001102,2020,4883,0.637
06077001200,2020,6228,0.854
06077001300,2020,5176,0.893
06077001400,2020,4630,0.752
06077001600,2020,2370,0.575
06077001700,2020,3618,0.650
06077001800,2020,4322,0.740
06077001900,2020,4665,1.113
06077002000,2020,3305,0.772
06077002100,2020,5529,1.279
06077002201,2020,3379,0.852
06077002202,2020,4861,0.861
06077002300,2020,4402,0.804
06077002401,2020,5476,0.742
06077002402,2020,1705,0.578
06077002503,2020,1970,0.681
06077002504,2020,3970,0.347
06077002701,2020,6382,1.602
06077002702,2020,3714,0.988
06077002800,2020,6035,2.824
06077003106,2020,3948,0.635
06077003108,2020,5392,0.523
06077003109,2020,5121,1.205
06077003110,2020,4078,0.518
06077003111,2020,4245,0.824
06077003112,2020,3434,0.544
06077003203,2020,3438,0.749
06077003205,2020,4482,0.606
06077003209,2020,5110,0.497
06077003210,2020,2618,0.483
06085505007,2020,4397,1.178
06085505100,2020,4093,2.699
06085505202,2020,6998,3.555
06085505203,2020,5909,0.573
06085505301,2020,4548,0.356
06085505302,2020,4345,0.556
06085505303,2020,6414,0.420
06085505304,2020,3559,0.386
06085505305,2020,5831,0.603
06085505401,2020,6799,0.454
06085505402,2020,2992,0.411
06085505403,2020,8775,0.536
06085505500,2020,4392,0.531
06085505600,2020,4623,0.369
06085505700,2020,6389,0.622
06085505800,2020,4457,0.649
06085506000,2020,4815,0.512
06085506101,2020,4175,0.582
06085506102,2020,4295,0.439
06085506103,2020,5255,0.594
06085506202,2020,8586,0.971
06085506203,2020,6416,0.418
06085506204,2020,5275,0.707
06085506301,2020,5342,0.568
06085506302,2020,6349,0.783
06085506304,2020,6240,0.422
06085506305,2020,6599,0.423
06085506401,2020,4781,0.512
06085506402,2020,5714,0.564
06085506502,2020,4199,1.091
06085506503,2020,6066,0.686
06085506601,2020,4122,0.608
06085506603,2020,4277,0.501
06101050301,2020,2457,0.576
06101050302,2020,5594,1.116
06101050401,2020,4353,0.679
06101050402,2020,4551,3.373
06101050403,2020,3156,2.978
06101050501,2020,6708,3.378
06101050503,2020,6803,2.939
06101050504,2020,8150,8.865
06101050601,2020,5978,6.291
06101050603,2020,4796,4.828
06101050604,2020,4460,0.941
06101050701,2020,4608,8.971
06101050702,2020,6420,40.573
06101050800,2020,3174,111.815
06101050900,2020,1362,185.927
06101051000,2020,2565,83.234
06101051100,2020,2321,131.961
06103000100,2020,5095,1155.806
06103000300,2020,4822,1283.783
06103000400,2020,6525,110.045
06103000500,2020,5131,3.311
06103000600,2020,6074,5.042
06103000800,2020,4346,50.546
06103000900,2020,3481,105.039
06103001000,2020,7080,68.459
06105000101,2020,2656,549.914
06105000102,2020,4047,448.746
06105000200,2020,1912,749.396
06101050202,2020,3536,0.843
06107000202,2020,2170,47.382
06107000302,2020,3065,50.630
06107000401,2020,6273,5.026
06001442302,2020,6342,0.372
06001442400,2020,6578,0.610
06001442601,2020,4040,0.456
06001442602,2020,5113,0.509
06001442700,2020,3035,0.477
06001442800,2020,2994,0.494
06001442900,2020,8084,0.799
06001443001,2020,2832,0.297
06001443002,2020,6932,0.610
06001443102,2020,5019,0.920
06001443103,2020,4097,5.991
06001443104,2020,5511,0.713
06001443105,2020,4808,1.270
06001443200,2020,4157,5.268
06001443301,2020,4467,0.618
06001443321,2020,3314,0.216
06001443322,2020,3284,0.443
06001444100,2020,7667,1.141
06001444200,2020,7238,0.799
06001444301,2020,3855,0.994
06001444400,2020,5649,0.396
06001444500,2020,7537,0.759
06001444601,2020,6095,1.178
06001444602,2020,4662,2.080
06001450101,2020,6163,0.700
06001450102,2020,6076,3.700
06001450200,2020,5297,0.625
06001450300,2020,5239,1.210
06001450400,2020,7757,1.219
06001450501,2020,3097,0.449
06001450502,2020,5811,4.317
06001450601,2020,3645,19.450
06001450603,2020,5070,1.516
06001450604,2020,5345,0.817
06001450605,2020,3815,0.686
06001450606,2020,6059,0.780
06001450607,2020,5360,1.864
06001450701,2020,8399,102.800
06001450741,2020,5936,0.810
06023990100,2020,0,0.000
06025010101,2020,4254,146.399
06025010102,2020,4149,90.291
06025010200,2020,3108,72.409
06025010300,2020,1046,180.544
06025010500,2020,7209,1.401
06025010600,2020,6596,3.340
06025010700,2020,4000,2.181
06025010800,2020,1223,111.966
06025010900,2020,7011,6.251
06025011100,2020,4257,77.857
06025011201,2020,6673,5.571
06025011202,2020,5996,0.639
06025011400,2020,4672,1.532
06025011500,2020,6096,0.791
06025011600,2020,5566,0.791
06025011700,2020,4909,0.757
06025011801,2020,4028,1.252
06025011802,2020,4669,0.662
06025011803,2020,7109,4.812
06025012001,2020,4008,0.221
06023940000,2020,3348,140.768
06025012301,2020,5018,915.928
06025012302,2020,5892,64.645
06025012400,2020,468,2228.987
06025940000,2020,1705,44.019
06027000100,2020,2832,315.716
06027000200,2020,1817,406.153
06027000300,2020,2501,4.585
06037141202,2020,3001,0.270
06037141303,2020,3436,0.101
06037141304,2020,3185,0.274
06037141400,2020,5366,0.773
06037141500,2020,3015,1.288
06037141600,2020,4198,1.487
06037141700,2020,3342,1.253
06037143200,2020,4351,0.369
06037143500,2020,5633,0.459
06037143602,2020,4897,0.442
06037143603,2020,2442,0.190
06037143700,2020,3767,1.309
06037143901,2020,4363,2.040
06037143902,2020,2860,0.974
06037181000,2020,6357,1.586
06037181300,2020,3959,0.555
06037181400,2020,4797,0.340
06037181500,2020,3934,0.422
06037181600,2020,4697,0.482
06037183101,2020,2749,0.366
06037183103,2020,4800,0.247
06037183104,2020,1985,0.258
06037183220,2020,3597,0.206
06037183221,2020,3779,0.272
06037183222,2020,3569,0.358
06037183300,2020,3528,0.209
06037183401,2020,2439,0.187
06037183402,2020,3020,0.198
06037183510,2020,2535,0.194
06037183520,2020,3676,0.166
06037183610,2020,2919,0.146
06037293302,2020,5084,0.433
06037293304,2020,5149,0.220
06037293306,2020,2485,0.242
06037293307,2020,2491,0.131
06037294110,2020,3701,0.383
06037294120,2020,2969,0.603
06037294200,2020,4831,0.369
06037294301,2020,2709,0.275
06037294302,2020,4317,0.325
06037294410,2020,4996,0.322
06037294421,2020,2866,0.256
06037294510,2020,4843,0.200
06037294520,2020,3846,0.187
06037294610,2020,4263,0.318
06037294620,2020,4546,0.324
06037294701,2020,3080,0.676
06037294810,2020,3923,0.124
06037294820,2020,3482,0.148
06037294830,2020,4399,0.342
06037294900,2020,3831,0.249
06037295103,2020,5319,0.794
06037296210,2020,3652,0.216
06037296220,2020,3968,0.208
06037296300,2020,4784,0.410
06037296401,2020,3228,0.382
06037296402,2020,3142,0.404
06037296500,2020,3284,0.348
06037296600,2020,5214,0.326
06037296901,2020,4440,0.239
06037296902,2020,4174,0.190
06037297110,2020,4693,0.189
06037297120,2020,3062,0.171
06037297201,2020,4421,0.156
06037297202,2020,4049,0.222
06037297300,2020,2113,0.474
06037297400,2020,3183,0.808
06037297601,2020,3017,0.290
06037297602,2020,3515,0.240
06037300100,2020,6279,1.768
06037535605,2020,4987,0.181
06037535606,2020,2143,0.072
06037535607,2020,4252,0.364
06037535701,2020,5363,0.298
06037535702,2020,5854,0.377
06037535802,2020,6406,0.306
06037535803,2020,3799,0.164
06037535804,2020,6051,0.189
06037535901,2020,6185,0.324
06037535902,2020,6265,0.391
06037536000,2020,3655,0.505
06037536102,2020,3279,1.069
06037536103,2020,5278,0.456
06037536104,2020,3841,0.758
06037540000,2020,7304,0.644
06037540101,2020,6555,0.485
06037540102,2020,6278,0.483
06037540201,2020,2413,0.101
06037540202,2020,6896,0.291
06037540203,2020,5931,0.348
06037540300,2020,4834,0.592
06037540400,2020,2043,0.131
06037540501,2020,6013,0.561
06037540502,2020,6942,0.231
06037540600,2020,5102,0.362
06037540700,2020,3169,0.443
06037540800,2020,5511,0.764
06037540901,2020,4931,0.450
06037540902,2020,4452,0.970
06037541100,2020,3094,0.480
06037541200,2020,6416,0.804
06037541300,2020,5413,0.517
06037535604,2020,4527,0.171
06037541500,2020,5975,0.313
06037541603,2020,3221,0.485
06037541604,2020,5492,0.322
06037541605,2020,5069,0.335
06037541606,2020,2537,0.132
06037920200,2020,5460,4.024
06037920303,2020,1573,19.901
06037920312,2020,6327,4.925
06037920313,2020,4954,1.128
06037920314,2020,3200,4.386
06037920322,2020,2646,0.404
06037920326,2020,6166,26.341
06037920328,2020,2011,0.909
06037920329,2020,6654,0.848
06037920330,2020,3436,1.270
06037920331,2020,3467,0.581
06037920332,2020,2324,1.648
06037920334,2020,5882,1.072
06037920338,2020,5723,1.435
06037920339,2020,7851,13.025
06037980001,2020,0,0.894
06037980002,2020,0,2.615
06037980003,2020,0,74.131
06037980004,2020,0,17.231
06037980005,2020,0,1.528
06037980006,2020,0,1.150
06037980007,2020,0,0.927
06037980008,2020,65,1.301
06037980009,2020,5,8.074
06037980010,2020,119,1.450
06037980013,2020,0,2.050
06037980014,2020,45,2.502
06037980015,2020,993,2.038
06037980018,2020,0,2.846
06037980019,2020,77,17.041
06037980020,2020,0,3.295
06037980021,2020,45,2.462
06037980022,2020,0,2.085
06059063400,2020,5053,0.881
06059063500,2020,6650,0.609
06059063601,2020,4409,0.700
06059063603,2020,5290,1.462
06059063604,2020,3793,0.463
06059063605,2020,5580,0.404
06059063701,2020,6211,0.302
06059063702,2020,6234,0.507
06059063802,2020,3062,0.473
06059063803,2020,4112,1.008
06059063805,2020,2632,0.367
06059063806,2020,3655,0.814
06059063807,2020,5071,1.008
06059063808,2020,5544,0.284
06059063902,2020,6934,0.929
06059063903,2020,3979,0.536
06059063904,2020,4425,0.958
06059063905,2020,3934,0.524
06059063906,2020,7083,0.410
06059063908,2020,5846,0.735
06059074003,2020,3882,1.384
06059074004,2020,7896,0.520
06059074005,2020,7836,0.495
06059074006,2020,6101,0.260
06059074102,2020,6699,0.439
06059074103,2020,5870,0.383
06059074106,2020,6922,1.450
06059074107,2020,6223,0.602
06059074108,2020,5056,0.784
06059074109,2020,3207,0.333
06059074110,2020,3813,0.315
06059074111,2020,6086,0.559
06059074200,2020,9492,0.580
06059074300,2020,4079,0.201
06059074403,2020,6048,1.710
06059074405,2020,6940,0.409
06059074406,2020,3704,0.590
06059074407,2020,6867,0.178
06059074408,2020,5721,0.181
06059074501,2020,7339,0.209
06059074502,2020,5365,0.306
06059074601,2020,8264,0.452
06059074602,2020,8508,0.390
06065043313,2020,3725,0.553
06065043314,2020,3755,0.751
06065043315,2020,2900,0.675
06065043316,2020,3515,1.952
06065043401,2020,6702,1.252
06065043403,2020,2976,0.376
06065043404,2020,2353,0.457
06065043405,2020,4463,0.666
06065043503,2020,3623,1.044
06065043505,2020,3340,0.500
06065043506,2020,7417,1.882
06065043509,2020,5394,3.127
06065043512,2020,6802,1.196
06065043513,2020,3232,1.008
06065043517,2020,7868,15.094
06065043601,2020,5167,0.482
06065043602,2020,3378,0.736
06065043701,2020,4317,7.736
06065043702,2020,4918,1.037
06065043703,2020,3344,0.472
06065043802,2020,6681,2.446
06065043807,2020,7132,1.981
06065043809,2020,5295,8.627
06065043810,2020,4493,1.651
06065043812,2020,6129,19.905
06065043813,2020,4511,124.259
06065043818,2020,3788,0.702
06065043820,2020,5617,1.657
06065043821,2020,5198,0.770
06065043822,2020,2824,42.501
06065043823,2020,10846,14.551
06065043900,2020,6374,1.144
06065044000,2020,1762,0.916
06065044101,2020,3240,0.629
06071002025,2020,5444,0.705
06071002027,2020,5552,0.752
06071002028,2020,6355,0.807
06071002029,2020,5870,0.764
06071002031,2020,6625,0.775
06071002035,2020,7635,0.833
06071002037,2020,8158,1.784
06071002038,2020,5706,0.791
06071002101,2020,4973,0.458
06071002103,2020,5629,0.333
06071002105,2020,6527,1.293
06071002107,2020,5174,0.558
06071002109,2020,6700,1.838
06071002204,2020,6372,7.425
06071002206,2020,7490,0.763
06071002207,2020,5835,3.077
06071002306,2020,3997,1.957
06071002307,2020,5619,0.633
06073013205,2020,2403,0.682
06073013206,2020,6752,0.613
06073013301,2020,4865,0.656
06073013302,2020,6734,0.540
06073013303,2020,4953,0.533
06073013306,2020,4425,0.513
06073013307,2020,5396,0.506
06073013308,2020,3938,0.622
06073013309,2020,6977,0.967
06073013312,2020,2779,0.329
06073013401,2020,4096,0.897
06073013409,2020,5677,1.030
06073013411,2020,4877,1.842
06073013412,2020,4657,1.808
06073013414,2020,8062,1.108
06073013415,2020,1244,0.448
06073013416,2020,4033,0.852
06073013417,2020,2126,0.778
06073013418,2020,6242,0.688
06073013420,2020,3089,0.746
06073013421,2020,4081,0.956
06073013503,2020,6210,1.065
06073013504,2020,3891,0.845
06073013505,2020,6377,1.054
06073013506,2020,3852,2.420
06073013601,2020,5981,1.251
06073013604,2020,5952,1.389
06077003214,2020,2752,0.414
06077003215,2020,3981,3.845
06077003216,2020,3665,0.357
06077003217,2020,3609,0.283
06077003305,2020,5233,0.790
06077003306,2020,4956,0.449
06077003307,2020,4842,0.619
06077003308,2020,1819,0.200
06077003310,2020,5147,0.431
06077003311,2020,3937,0.526
06077003312,2020,2667,0.222
06077003313,2020,2958,0.191
06077003403,2020,5221,1.001
06077003404,2020,6583,0.516
06077003405,2020,4305,0.428
06077003406,2020,3809,0.324
06077003407,2020,2677,0.560
06077003409,2020,3581,0.538
06077003410,2020,6381,0.649
06077003601,2020,3068,11.855
06077003602,2020,4068,17.288
06077003700,2020,3177,16.177
06077003803,2020,6662,17.007
06077003900,2020,1697,190.518
06077004001,2020,2128,108.388
06077003213,2020,4837,0.447
06077004104,2020,3911,3.126
06077004105,2020,5187,3.575
06077004106,2020,1897,32.516
06085506605,2020,4558,0.392
06085506606,2020,5004,0.459
06085506701,2020,4177,0.616
06085506702,2020,6185,0.648
06085506703,2020,3480,0.523
06085506801,2020,5656,1.112
06085506802,2020,5897,0.786
06085506803,2020,7146,0.879
06085506804,2020,4459,0.596
06085506900,2020,7720,3.631
06085507002,2020,3429,5.261
06085507100,2020,3159,0.617
06085507203,2020,3062,0.697
06085507205,2020,4651,1.329
06085507206,2020,2586,1.218
06085507301,2020,6883,3.283
06085507302,2020,2846,4.606
06085507401,2020,5869,1.248
06085507402,2020,3996,0.904
06085507500,2020,5856,1.433
06085507600,2020,5888,5.358
06085507701,2020,3296,1.018
06085507702,2020,6993,2.992
06085507805,2020,5005,0.819
06085507806,2020,6012,0.727
06085507807,2020,3557,0.385
06085507808,2020,5680,0.658
06085507903,2020,5684,0.580
06085507904,2020,3221,0.494
06085507905,2020,5339,0.561
06085507906,2020,4386,0.550
06085508003,2020,2521,0.308
06085508004,2020,5954,0.553
06085506604,2020,7343,0.947
06085508101,2020,6786,1.022
06085508102,2020,3185,1.050
06085508203,2020,5820,0.604
06107000501,2020,6942,1.013
06107000502,2020,4657,6.256
06107000600,2020,7449,22.386
06107000701,2020,2530,15.514
06107000702,2020,6281,0.957
06107001005,2020,2571,1.013
06107001006,2020,4689,1.665
06107001200,2020,1330,0.639
06107001400,2020,4691,48.077
06107001501,2020,5465,3.026
06107001502,2020,5695,4.965
06107001601,2020,6053,0.920
06107001602,2020,5966,18.829
06107001701,2020,5690,0.916
06107001703,2020,7247,2.980
06107001800,2020,4640,0.986
06107001901,2020,3682,0.609
06107001902,2020,4117,0.863
06107002002,2020,4255,0.979
06107000402,2020,7362,1.008
06107002003,2020,6232,0.993
06107002004,2020,5106,0.999
06107002006,2020,4452,7.883
06107002008,2020,2908,0.499
06107002009,2020,4649,0.714
06001450742,2020,5419,3.003
