optimizer,validation_split,lstm_units,learning_rate,batch_size,epochs,rmse
Adam,0.15,120.0,0.01,128.0,210.0,69.32565307617188
Adam,0.15,110.0,0.0001,128.0,210.0,96.03567504882812
Adam,0.15,110.0,0.001,128.0,210.0,69.93289947509766
Adam,0.15,110.0,0.01,128.0,210.0,68.39400482177734
Adam,0.15,100.0,0.0001,128.0,210.0,96.38086700439452
Adam,0.15,100.0,0.001,128.0,210.0,69.8482894897461
Adam,0.15,100.0,0.01,128.0,210.0,67.96820068359375
Adam,0.15,90.0,0.0001,128.0,210.0,121.51944732666016
Adam,0.15,90.0,0.001,128.0,210.0,70.55204772949219
Adam,0.15,90.0,0.01,128.0,210.0,68.07221221923828
Adam,0.15,80.0,0.0001,128.0,210.0,119.50121307373048
Adam,0.15,80.0,0.001,128.0,210.0,70.7274169921875
Adam,0.15,80.0,0.01,128.0,210.0,68.40789031982422
Adam,0.15,70.0,0.0001,128.0,210.0,98.38185119628906
Adam,0.15,70.0,0.001,128.0,210.0,70.66868591308594
Adam,0.15,70.0,0.01,128.0,210.0,67.57550048828125
Adam,0.15,60.0,0.0001,128.0,210.0,103.85240936279295
Adam,0.15,60.0,0.001,128.0,210.0,71.331298828125
Adam,0.15,60.0,0.01,128.0,210.0,67.78472137451172
Adam,0.15,50.0,0.0001,128.0,210.0,109.34185791015624
Adam,0.15,50.0,0.001,128.0,210.0,68.88803100585938
Adam,0.15,50.0,0.01,128.0,210.0,68.33699798583984
Adam,0.15,40.0,0.0001,128.0,210.0,105.23323059082033
Adam,0.15,40.0,0.001,128.0,210.0,70.06952667236328
Adam,0.15,40.0,0.01,128.0,210.0,67.89389038085938
Adam,0.15,30.0,0.0001,128.0,210.0,125.94154357910156
Adam,0.15,30.0,0.001,128.0,210.0,75.81493377685547
Adam,0.15,30.0,0.01,128.0,210.0,65.56340789794922
Adam,0.15,20.0,0.0001,128.0,210.0,165.5764923095703
Adam,0.15,20.0,0.001,128.0,210.0,74.53034973144531
Adam,0.15,20.0,0.01,128.0,210.0,66.17019653320312
Adam,0.15,10.0,0.0001,128.0,210.0,147.3059844970703
Adam,0.15,10.0,0.001,128.0,210.0,93.06197357177734
Adam,0.15,10.0,0.01,128.0,210.0,67.70793914794922
Adam,0.15,190.0,0.0001,96.0,210.0,88.41433715820312
Adam,0.15,190.0,0.001,96.0,210.0,75.71570587158203
Adam,0.15,190.0,0.01,96.0,210.0,67.50050354003906
Adam,0.15,180.0,0.0001,96.0,210.0,94.82547760009766
Adam,0.15,180.0,0.001,96.0,210.0,75.95516204833984
Adam,0.15,180.0,0.01,96.0,210.0,67.58869171142578
Adam,0.15,170.0,0.0001,96.0,210.0,92.88446044921876
Adam,0.15,170.0,0.001,96.0,210.0,71.1109390258789
Adam,0.15,170.0,0.01,96.0,210.0,68.02726745605469
Adam,0.15,160.0,0.0001,96.0,210.0,84.81657409667969
Adam,0.15,160.0,0.001,96.0,210.0,67.66028594970703
Adam,0.15,160.0,0.01,96.0,210.0,66.75759887695312
Adam,0.15,150.0,0.0001,96.0,210.0,91.43375396728516
Adam,0.15,150.0,0.001,96.0,210.0,69.24010467529297
Adam,0.15,150.0,0.01,96.0,210.0,69.16539764404297
Adam,0.15,140.0,0.0001,96.0,210.0,89.68169403076172
Adam,0.15,140.0,0.001,96.0,210.0,80.71836853027344
Adam,0.15,140.0,0.01,96.0,210.0,68.44755554199219
Adam,0.15,130.0,0.0001,96.0,210.0,90.74396514892578
Adam,0.15,130.0,0.001,96.0,210.0,67.79087829589844
Adam,0.15,130.0,0.01,96.0,210.0,68.35395050048828
Adam,0.15,120.0,0.0001,96.0,210.0,98.71199035644533
Adam,0.15,120.0,0.001,96.0,210.0,67.68623352050781
Adam,0.15,120.0,0.01,96.0,210.0,68.62203979492188
Adam,0.15,110.0,0.0001,96.0,210.0,110.07315063476562
Adam,0.15,110.0,0.001,96.0,210.0,70.29630279541016
Adam,0.15,110.0,0.01,96.0,210.0,68.36433410644531
Adam,0.15,100.0,0.0001,96.0,210.0,98.39122772216795
Adam,0.15,100.0,0.001,96.0,210.0,68.32572174072266
Adam,0.15,100.0,0.01,96.0,210.0,68.4538803100586
Adam,0.15,90.0,0.0001,96.0,210.0,111.13958740234376
Adam,0.15,90.0,0.001,96.0,210.0,68.63191223144531
Adam,0.15,90.0,0.01,96.0,210.0,68.07134246826172
Adam,0.15,80.0,0.0001,96.0,210.0,105.1148681640625
Adam,0.15,80.0,0.001,96.0,210.0,69.1890640258789
Adam,0.15,80.0,0.01,96.0,210.0,68.51123046875
Adam,0.15,70.0,0.0001,96.0,210.0,103.92953491210938
Adam,0.15,70.0,0.001,96.0,210.0,70.53917694091797
Adam,0.15,70.0,0.01,96.0,210.0,65.88152313232422
Adam,0.15,60.0,0.0001,96.0,210.0,98.2999496459961
Adam,0.15,60.0,0.001,96.0,210.0,70.23638153076172
Adam,0.15,60.0,0.01,96.0,210.0,65.06710815429688
Adam,0.15,50.0,0.0001,96.0,210.0,94.9078140258789
Adam,0.15,50.0,0.001,96.0,210.0,70.80503845214844
Adam,0.15,50.0,0.01,96.0,210.0,64.72832489013672
Adam,0.15,40.0,0.0001,96.0,210.0,114.97616577148438
Adam,0.15,40.0,0.001,96.0,210.0,70.43268585205078
Adam,0.15,40.0,0.01,96.0,210.0,64.296142578125
Adam,0.15,30.0,0.0001,96.0,210.0,117.57630157470705
Adam,0.15,30.0,0.001,96.0,210.0,69.6958236694336
Adam,0.15,30.0,0.01,96.0,210.0,67.18433380126953
Adam,0.15,20.0,0.0001,96.0,210.0,121.30168151855467
Adam,0.15,20.0,0.001,96.0,210.0,69.26338958740234
Adam,0.15,20.0,0.01,96.0,210.0,66.05577850341797
Adam,0.15,10.0,0.0001,96.0,210.0,156.6090850830078
Adam,0.15,10.0,0.001,96.0,210.0,97.11721801757812
Adam,0.15,10.0,0.01,96.0,210.0,66.768310546875
Adam,0.15,190.0,0.0001,64.0,210.0,79.9088363647461
Adam,0.15,190.0,0.001,64.0,210.0,68.3927001953125
Adam,0.15,190.0,0.01,64.0,210.0,68.68655395507812
Adam,0.15,180.0,0.0001,64.0,210.0,83.85910034179688
Adam,0.15,180.0,0.001,64.0,210.0,68.51344299316406
Adam,0.15,180.0,0.01,64.0,210.0,67.33946228027344
Adam,0.15,170.0,0.0001,64.0,210.0,81.99143981933594
Adam,0.15,170.0,0.001,64.0,210.0,68.57730865478516
Adam,0.15,170.0,0.01,64.0,210.0,66.2975082397461
Adam,0.15,160.0,0.0001,64.0,210.0,91.2577667236328
Adam,0.15,160.0,0.001,64.0,210.0,71.88024139404297
Adam,0.15,160.0,0.01,64.0,210.0,68.86781311035156
Adam,0.15,150.0,0.0001,64.0,210.0,85.26187896728516
Adam,0.15,150.0,0.001,64.0,210.0,71.5959701538086
Adam,0.15,150.0,0.01,64.0,210.0,67.50170135498047
Adam,0.15,140.0,0.0001,64.0,210.0,78.62053680419922
Adam,0.15,140.0,0.001,64.0,210.0,78.07540130615234
Adam,0.15,140.0,0.01,64.0,210.0,69.62853240966797
Adam,0.15,130.0,0.0001,64.0,210.0,79.52542114257812
Adam,0.15,130.0,0.001,64.0,210.0,78.46308898925781
Adam,0.15,130.0,0.01,64.0,210.0,69.78031921386719
Adam,0.15,120.0,0.0001,64.0,210.0,81.26820373535156
Adam,0.15,120.0,0.001,64.0,210.0,78.92161560058594
Adam,0.15,120.0,0.01,64.0,210.0,67.17557525634766
Adam,0.15,110.0,0.0001,64.0,210.0,82.165771484375
Adam,0.15,110.0,0.001,64.0,210.0,71.80615234375
Adam,0.15,110.0,0.01,64.0,210.0,66.51810455322266
Adam,0.15,100.0,0.0001,64.0,210.0,81.14375305175781
Adam,0.15,100.0,0.001,64.0,210.0,77.30497741699219
Adam,0.15,100.0,0.01,64.0,210.0,74.60090637207031
Adam,0.15,90.0,0.0001,64.0,210.0,94.55025482177734
Adam,0.15,90.0,0.001,64.0,210.0,69.80945587158203
Adam,0.15,90.0,0.01,64.0,210.0,72.74040985107422
Adam,0.15,80.0,0.0001,64.0,210.0,88.95606994628906
Adam,0.15,80.0,0.001,64.0,210.0,67.4657211303711
Adam,0.15,80.0,0.01,64.0,210.0,74.21814727783203
Adam,0.15,70.0,0.0001,64.0,210.0,101.99138641357422
Adam,0.15,70.0,0.001,64.0,210.0,70.39774322509766
Adam,0.15,70.0,0.01,64.0,210.0,66.97178649902344
Adam,0.15,60.0,0.0001,64.0,210.0,95.65249633789062
Adam,0.15,60.0,0.001,64.0,210.0,67.5114517211914
Adam,0.15,60.0,0.01,64.0,210.0,71.5718765258789
Adam,0.15,50.0,0.0001,64.0,210.0,100.60889434814452
Adam,0.15,50.0,0.001,64.0,210.0,68.34794616699219
Adam,0.15,50.0,0.01,64.0,210.0,73.95802307128906
Adam,0.15,40.0,0.0001,64.0,210.0,112.05713653564452
Adam,0.15,40.0,0.001,64.0,210.0,68.66389465332031
Adam,0.15,40.0,0.01,64.0,210.0,67.91513061523438
Adam,0.15,30.0,0.0001,64.0,210.0,100.84554290771484
Adam,0.15,30.0,0.001,64.0,210.0,70.82695770263672
Adam,0.15,30.0,0.01,64.0,210.0,64.65580749511719
Adam,0.15,20.0,0.0001,64.0,210.0,103.9210433959961
Adam,0.15,20.0,0.001,64.0,210.0,70.44940948486328
Adam,0.15,20.0,0.01,64.0,210.0,65.74614715576172
Adam,0.15,10.0,0.0001,64.0,210.0,131.43959045410156
Adam,0.15,10.0,0.001,64.0,210.0,80.5981216430664
Adam,0.15,10.0,0.01,64.0,210.0,63.67226028442383
Adam,0.15,190.0,0.0001,32.0,210.0,75.52853393554688
Adam,0.15,190.0,0.001,32.0,210.0,69.0211410522461
Adam,0.15,190.0,0.01,32.0,210.0,64.19623565673828
Adam,0.15,180.0,0.0001,32.0,210.0,73.90141296386719
Adam,0.15,180.0,0.001,32.0,210.0,68.73878479003906
Adam,0.15,180.0,0.01,32.0,210.0,65.6600341796875
Adam,0.15,170.0,0.0001,32.0,210.0,73.80730438232422
Adam,0.15,170.0,0.001,32.0,210.0,69.00779724121094
Adam,0.15,170.0,0.01,32.0,210.0,66.1696548461914
Adam,0.15,160.0,0.0001,32.0,210.0,74.50592803955078
Adam,0.15,160.0,0.001,32.0,210.0,69.13554382324219
Adam,0.15,160.0,0.01,32.0,210.0,67.9346694946289
Adam,0.15,150.0,0.0001,32.0,210.0,73.10419464111328
Adam,0.15,150.0,0.001,32.0,210.0,70.3524169921875
Adam,0.15,150.0,0.01,32.0,210.0,67.27151489257812
Adam,0.15,140.0,0.0001,32.0,210.0,74.73695373535156
Adam,0.15,140.0,0.001,32.0,210.0,70.25635528564453
Adam,0.15,140.0,0.01,32.0,210.0,66.40636444091797
Adam,0.15,130.0,0.0001,32.0,210.0,71.57844543457031
Adam,0.15,130.0,0.001,32.0,210.0,70.20109558105469
Adam,0.15,130.0,0.01,32.0,210.0,66.3412857055664
Adam,0.15,120.0,0.0001,32.0,210.0,77.70430755615234
Adam,0.15,120.0,0.001,32.0,210.0,69.33313751220703
Adam,0.15,120.0,0.01,32.0,210.0,67.19766235351562
Adam,0.15,110.0,0.0001,32.0,210.0,81.0589828491211
Adam,0.15,110.0,0.001,32.0,210.0,69.5426254272461
Adam,0.15,110.0,0.01,32.0,210.0,66.46575927734375
Adam,0.15,100.0,0.0001,32.0,210.0,75.20282745361328
Adam,0.15,100.0,0.001,32.0,210.0,68.62945556640625
Adam,0.15,100.0,0.01,32.0,210.0,64.76531219482422
Adam,0.15,90.0,0.0001,32.0,210.0,84.28496551513672
Adam,0.15,90.0,0.001,32.0,210.0,67.57970428466797
Adam,0.15,90.0,0.01,32.0,210.0,64.15937042236328
Adam,0.15,80.0,0.0001,32.0,210.0,75.97928619384766
Adam,0.15,80.0,0.001,32.0,210.0,67.6688461303711
Adam,0.15,80.0,0.01,32.0,210.0,63.58364486694336
Adam,0.15,70.0,0.0001,32.0,210.0,74.61228942871094
Adam,0.15,70.0,0.001,32.0,210.0,67.91830444335938
Adam,0.15,70.0,0.01,32.0,210.0,63.45149612426758
Adam,0.15,60.0,0.0001,32.0,210.0,77.17159271240234
Adam,0.15,60.0,0.001,32.0,210.0,67.81887817382812
Adam,0.15,60.0,0.01,32.0,210.0,61.07394027709961
Adam,0.15,50.0,0.0001,32.0,210.0,79.94709014892578
Adam,0.15,50.0,0.001,32.0,210.0,68.3724136352539
Adam,0.15,50.0,0.01,32.0,210.0,68.45203399658203
Adam,0.15,40.0,0.0001,32.0,210.0,92.33748626708984
Adam,0.15,40.0,0.001,32.0,210.0,70.19100189208984
Adam,0.15,40.0,0.01,32.0,210.0,65.63871002197266
Adam,0.15,30.0,0.0001,32.0,210.0,99.0998306274414
Adam,0.15,30.0,0.001,32.0,210.0,68.15847778320312
Adam,0.15,30.0,0.01,32.0,210.0,67.86882781982422
Adam,0.15,20.0,0.0001,32.0,210.0,93.01084899902344
Adam,0.15,20.0,0.001,32.0,210.0,68.01641845703125
Adam,0.15,20.0,0.01,32.0,210.0,61.6046142578125
Adam,0.15,10.0,0.0001,32.0,210.0,99.24092864990234
Adam,0.15,10.0,0.001,32.0,210.0,67.63660430908203
Adam,0.15,10.0,0.01,32.0,210.0,70.35813903808594
Adam,0.15,190.0,0.0001,160.0,190.0,110.40583801269533
Adam,0.15,190.0,0.001,160.0,190.0,66.9083251953125
Adam,0.15,190.0,0.01,160.0,190.0,72.10487365722656
Adam,0.15,180.0,0.0001,160.0,190.0,95.033935546875
Adam,0.15,180.0,0.001,160.0,190.0,67.89069366455078
Adam,0.15,180.0,0.01,160.0,190.0,71.19551086425781
Adam,0.15,170.0,0.0001,160.0,190.0,95.73719024658205
Adam,0.15,170.0,0.001,160.0,190.0,68.35275268554688
Adam,0.15,170.0,0.01,160.0,190.0,69.99031829833984
Adam,0.15,160.0,0.0001,160.0,190.0,101.50433349609376
Adam,0.15,160.0,0.001,160.0,190.0,68.39886474609375
Adam,0.15,160.0,0.01,160.0,190.0,72.97569274902344
Adam,0.15,150.0,0.0001,160.0,190.0,101.4290008544922
Adam,0.15,150.0,0.001,160.0,190.0,67.66630554199219
Adam,0.15,150.0,0.01,160.0,190.0,72.01263427734375
Adam,0.15,140.0,0.0001,160.0,190.0,101.0378646850586
Adam,0.15,140.0,0.001,160.0,190.0,67.29498291015625
Adam,0.15,140.0,0.01,160.0,190.0,71.7942886352539
Adam,0.15,130.0,0.0001,160.0,190.0,97.59291076660156
Adam,0.15,130.0,0.001,160.0,190.0,67.14354705810547
Adam,0.15,130.0,0.01,160.0,190.0,68.5620346069336
Adam,0.15,120.0,0.0001,160.0,190.0,109.33248138427734
Adam,0.15,120.0,0.001,160.0,190.0,68.08253479003906
Adam,0.15,120.0,0.01,160.0,190.0,69.37886810302734
Adam,0.15,110.0,0.0001,160.0,190.0,108.7021484375
Adam,0.15,110.0,0.001,160.0,190.0,67.66381072998047
Adam,0.15,110.0,0.01,160.0,190.0,68.58570861816406
Adam,0.15,100.0,0.0001,160.0,190.0,98.66477966308594
Adam,0.15,100.0,0.001,160.0,190.0,67.44359588623047
Adam,0.15,100.0,0.01,160.0,190.0,68.05847930908203
Adam,0.15,90.0,0.0001,160.0,190.0,120.62570190429688
Adam,0.15,90.0,0.001,160.0,190.0,67.80471801757812
Adam,0.15,90.0,0.01,160.0,190.0,67.23780822753906
Adam,0.15,80.0,0.0001,160.0,190.0,111.2396469116211
Adam,0.15,80.0,0.001,160.0,190.0,68.33519744873047
Adam,0.15,80.0,0.01,160.0,190.0,67.052734375
Adam,0.15,70.0,0.0001,160.0,190.0,99.55562591552734
Adam,0.15,70.0,0.001,160.0,190.0,75.68025970458984
Adam,0.15,70.0,0.01,160.0,190.0,66.57512664794922
Adam,0.15,60.0,0.0001,160.0,190.0,122.14787292480467
Adam,0.15,60.0,0.001,160.0,190.0,69.4799575805664
Adam,0.15,60.0,0.01,160.0,190.0,67.4415512084961
Adam,0.15,50.0,0.0001,160.0,190.0,130.3033447265625
Adam,0.15,50.0,0.001,160.0,190.0,69.07945251464844
Adam,0.15,50.0,0.01,160.0,190.0,65.94275665283203
Adam,0.15,40.0,0.0001,160.0,190.0,122.6335906982422
Adam,0.15,40.0,0.001,160.0,190.0,83.72400665283203
Adam,0.15,40.0,0.01,160.0,190.0,66.46620178222656
Adam,0.15,30.0,0.0001,160.0,190.0,129.63540649414062
Adam,0.15,30.0,0.001,160.0,190.0,69.10884857177734
Adam,0.15,30.0,0.01,160.0,190.0,67.31817626953125
Adam,0.15,20.0,0.0001,160.0,190.0,160.2556610107422
Adam,0.15,20.0,0.001,160.0,190.0,94.90741729736328
Adam,0.15,20.0,0.01,160.0,190.0,66.35882568359375
Adam,0.15,10.0,0.0001,160.0,190.0,287.7069091796875
Adam,0.15,10.0,0.001,160.0,190.0,72.19608306884766
Adam,0.15,10.0,0.01,160.0,190.0,65.42800903320312
Adam,0.15,190.0,0.0001,128.0,190.0,95.13961791992188
Adam,0.15,190.0,0.001,128.0,190.0,68.08474731445312
Adam,0.15,190.0,0.01,128.0,190.0,74.2838363647461
Adam,0.15,180.0,0.0001,128.0,190.0,114.18385314941406
Adam,0.15,180.0,0.001,128.0,190.0,68.07428741455078
Adam,0.15,180.0,0.01,128.0,190.0,73.80006408691406
Adam,0.15,170.0,0.0001,128.0,190.0,108.01541900634766
Adam,0.15,170.0,0.001,128.0,190.0,70.228271484375
Adam,0.15,170.0,0.01,128.0,190.0,73.68168640136719
Adam,0.15,160.0,0.0001,128.0,190.0,97.23834991455078
Adam,0.15,160.0,0.001,128.0,190.0,68.56782531738281
Adam,0.15,160.0,0.01,128.0,190.0,73.75921630859375
Adam,0.15,150.0,0.0001,128.0,190.0,105.628173828125
Adam,0.15,150.0,0.001,128.0,190.0,70.52898406982422
Adam,0.15,150.0,0.01,128.0,190.0,70.85504913330078
Adam,0.15,140.0,0.0001,128.0,190.0,103.45862579345705
Adam,0.15,140.0,0.001,128.0,190.0,70.9939193725586
Adam,0.15,140.0,0.01,128.0,190.0,71.95026397705078
Adam,0.15,130.0,0.0001,128.0,190.0,104.34182739257812
Adam,0.15,130.0,0.001,128.0,190.0,70.16500091552734
Adam,0.15,130.0,0.01,128.0,190.0,70.07994842529297
Adam,0.15,120.0,0.0001,128.0,190.0,112.32843780517578
Adam,0.15,120.0,0.001,128.0,190.0,70.95867156982422
Adam,0.15,120.0,0.01,128.0,190.0,69.26763916015625
Adam,0.15,110.0,0.0001,128.0,190.0,114.95050811767578
Adam,0.15,110.0,0.001,128.0,190.0,69.56229400634766
Adam,0.15,110.0,0.01,128.0,190.0,70.0220947265625
Adam,0.15,100.0,0.0001,128.0,190.0,108.86743927001952
Adam,0.15,100.0,0.001,128.0,190.0,71.67374420166016
Adam,0.15,100.0,0.01,128.0,190.0,68.40003967285156
Adam,0.15,90.0,0.0001,128.0,190.0,103.1286392211914
Adam,0.15,90.0,0.001,128.0,190.0,73.02249145507812
Adam,0.15,90.0,0.01,128.0,190.0,69.29512023925781
Adam,0.15,80.0,0.0001,128.0,190.0,99.15924072265624
Adam,0.15,80.0,0.001,128.0,190.0,68.00592803955078
Adam,0.15,80.0,0.01,128.0,190.0,68.44632720947266
Adam,0.15,70.0,0.0001,128.0,190.0,110.78297424316406
Adam,0.15,70.0,0.001,128.0,190.0,70.2004623413086
Adam,0.15,70.0,0.01,128.0,190.0,68.72725677490234
Adam,0.15,60.0,0.0001,128.0,190.0,118.7521514892578
Adam,0.15,60.0,0.001,128.0,190.0,67.7252426147461
Adam,0.15,50.0,0.0001,128.0,190.0,100.82294464111328
Adam,0.15,60.0,0.01,128.0,190.0,69.1563949584961
Adam,0.15,50.0,0.001,128.0,190.0,68.28815460205078
Adam,0.15,50.0,0.01,128.0,190.0,66.26272583007812
Adam,0.15,40.0,0.0001,128.0,190.0,110.12881469726562
Adam,0.15,40.0,0.001,128.0,190.0,70.81954193115234
Adam,0.15,40.0,0.01,128.0,190.0,66.46294403076172
Adam,0.15,30.0,0.0001,128.0,190.0,120.15821838378906
Adam,0.15,30.0,0.001,128.0,190.0,74.84334564208984
Adam,0.15,30.0,0.01,128.0,190.0,69.56175231933594
Adam,0.15,20.0,0.0001,128.0,190.0,127.90796661376952
Adam,0.15,20.0,0.001,128.0,190.0,92.9686508178711
Adam,0.15,20.0,0.01,128.0,190.0,64.53060150146484
Adam,0.15,10.0,0.0001,128.0,190.0,136.81553649902344
Adam,0.15,10.0,0.001,128.0,190.0,91.59741973876952
Adam,0.15,10.0,0.01,128.0,190.0,67.3261489868164
Adam,0.15,190.0,0.0001,96.0,190.0,96.86003112792967
Adam,0.15,190.0,0.001,96.0,190.0,70.71497344970703
Adam,0.15,190.0,0.01,96.0,190.0,68.56529998779297
Adam,0.15,180.0,0.0001,96.0,190.0,89.9427261352539
Adam,0.15,180.0,0.001,96.0,190.0,67.77983093261719
Adam,0.15,180.0,0.01,96.0,190.0,68.44004821777344
Adam,0.15,170.0,0.0001,96.0,190.0,97.53319549560548
Adam,0.15,170.0,0.001,96.0,190.0,68.12043762207031
Adam,0.15,170.0,0.01,96.0,190.0,68.22210693359375
Adam,0.15,160.0,0.0001,96.0,190.0,93.81560516357422
Adam,0.15,160.0,0.001,96.0,190.0,67.9525375366211
Adam,0.15,160.0,0.01,96.0,190.0,68.77571868896484
Adam,0.15,150.0,0.0001,96.0,190.0,105.38790893554688
Adam,0.15,150.0,0.001,96.0,190.0,68.14046478271484
Adam,0.15,150.0,0.01,96.0,190.0,69.7762222290039
Adam,0.15,140.0,0.0001,96.0,190.0,102.89239501953124
Adam,0.15,140.0,0.001,96.0,190.0,67.95414733886719
Adam,0.15,140.0,0.01,96.0,190.0,69.5554428100586
Adam,0.15,130.0,0.0001,96.0,190.0,88.39647674560547
Adam,0.15,130.0,0.001,96.0,190.0,69.83889770507812
Adam,0.15,130.0,0.01,96.0,190.0,69.1095199584961
Adam,0.15,120.0,0.0001,96.0,190.0,94.82035064697266
Adam,0.15,120.0,0.001,96.0,190.0,67.86323547363281
Adam,0.15,110.0,0.0001,96.0,190.0,97.3388442993164
Adam,0.15,120.0,0.01,96.0,190.0,68.95923614501953
Adam,0.15,110.0,0.001,96.0,190.0,68.7548599243164
Adam,0.15,110.0,0.01,96.0,190.0,67.08865356445312
Adam,0.15,100.0,0.0001,96.0,190.0,90.53773498535156
Adam,0.15,100.0,0.001,96.0,190.0,69.76126098632812
Adam,0.15,100.0,0.01,96.0,190.0,67.42700958251953
Adam,0.15,90.0,0.0001,96.0,190.0,102.03451538085938
Adam,0.15,90.0,0.001,96.0,190.0,68.85520935058594
Adam,0.15,90.0,0.01,96.0,190.0,67.34404754638672
Adam,0.15,80.0,0.0001,96.0,190.0,119.28374481201172
Adam,0.15,80.0,0.001,96.0,190.0,67.74903106689453
Adam,0.15,80.0,0.01,96.0,190.0,68.2328872680664
Adam,0.15,70.0,0.0001,96.0,190.0,99.92423248291016
Adam,0.15,70.0,0.001,96.0,190.0,70.4558334350586
Adam,0.15,70.0,0.01,96.0,190.0,65.64860534667969
Adam,0.15,60.0,0.0001,96.0,190.0,123.96121215820312
Adam,0.15,60.0,0.001,96.0,190.0,70.11311340332031
Adam,0.15,60.0,0.01,96.0,190.0,66.9101791381836
Adam,0.15,50.0,0.0001,96.0,190.0,104.89315032958984
Adam,0.15,50.0,0.001,96.0,190.0,67.81070709228516
Adam,0.15,50.0,0.01,96.0,190.0,65.37200927734375
Adam,0.15,40.0,0.0001,96.0,190.0,108.67880249023438
Adam,0.15,40.0,0.001,96.0,190.0,75.94754028320312
Adam,0.15,40.0,0.01,96.0,190.0,66.85493469238281
Adam,0.15,30.0,0.0001,96.0,190.0,124.69647216796876
Adam,0.15,30.0,0.001,96.0,190.0,70.27963256835938
Adam,0.15,30.0,0.01,96.0,190.0,65.72463989257812
Adam,0.15,20.0,0.0001,96.0,190.0,120.7692413330078
Adam,0.15,20.0,0.001,96.0,190.0,90.3538055419922
Adam,0.15,20.0,0.01,96.0,190.0,64.02384185791016
Adam,0.15,10.0,0.0001,96.0,190.0,124.2970199584961
Adam,0.15,10.0,0.001,96.0,190.0,69.52721405029297
Adam,0.15,190.0,0.0001,64.0,190.0,84.35896301269531
Adam,0.15,10.0,0.01,96.0,190.0,64.10394287109375
Adam,0.15,190.0,0.01,64.0,190.0,67.37409973144531
Adam,0.15,190.0,0.001,64.0,190.0,69.15724182128906
Adam,0.15,180.0,0.0001,64.0,190.0,77.70097351074219
Adam,0.15,180.0,0.001,64.0,190.0,74.92867279052734
Adam,0.15,180.0,0.01,64.0,190.0,67.87897491455078
Adam,0.15,170.0,0.0001,64.0,190.0,80.48018646240234
Adam,0.15,170.0,0.001,64.0,190.0,69.91516876220703
Adam,0.15,170.0,0.01,64.0,190.0,66.96875
Adam,0.15,160.0,0.0001,64.0,190.0,84.61195373535156
Adam,0.15,160.0,0.001,64.0,190.0,74.87105560302734
Adam,0.15,160.0,0.01,64.0,190.0,67.70796203613281
Adam,0.15,150.0,0.0001,64.0,190.0,92.29499053955078
Adam,0.15,150.0,0.001,64.0,190.0,74.8310546875
Adam,0.15,150.0,0.01,64.0,190.0,68.26876068115234
Adam,0.15,140.0,0.0001,64.0,190.0,81.87488555908203
Adam,0.15,140.0,0.001,64.0,190.0,73.04791259765625
Adam,0.15,140.0,0.01,64.0,190.0,67.8947525024414
Adam,0.15,130.0,0.0001,64.0,190.0,84.53951263427734
Adam,0.15,130.0,0.001,64.0,190.0,70.3481216430664
Adam,0.15,130.0,0.01,64.0,190.0,67.72183227539062
Adam,0.15,120.0,0.0001,64.0,190.0,98.73914337158205
Adam,0.15,120.0,0.001,64.0,190.0,70.06529235839844
Adam,0.15,120.0,0.01,64.0,190.0,67.97901153564453
Adam,0.15,110.0,0.0001,64.0,190.0,83.89820098876953
Adam,0.15,110.0,0.001,64.0,190.0,68.29454803466797
Adam,0.15,110.0,0.01,64.0,190.0,67.4441909790039
Adam,0.15,100.0,0.0001,64.0,190.0,86.28419494628906
Adam,0.15,100.0,0.001,64.0,190.0,70.15604400634766
Adam,0.15,100.0,0.01,64.0,190.0,69.33435821533203
Adam,0.15,90.0,0.0001,64.0,190.0,100.17898559570312
Adam,0.15,90.0,0.001,64.0,190.0,68.35454559326172
Adam,0.15,90.0,0.01,64.0,190.0,69.17839050292969
Adam,0.15,80.0,0.0001,64.0,190.0,115.1327667236328
Adam,0.15,80.0,0.001,64.0,190.0,70.0564193725586
Adam,0.15,80.0,0.01,64.0,190.0,67.73817443847656
Adam,0.15,70.0,0.0001,64.0,190.0,91.63632202148438
Adam,0.15,70.0,0.001,64.0,190.0,70.56395721435547
Adam,0.15,70.0,0.01,64.0,190.0,67.75951385498047
Adam,0.15,60.0,0.0001,64.0,190.0,109.24309539794922
Adam,0.15,60.0,0.001,64.0,190.0,69.75785064697266
Adam,0.15,60.0,0.01,64.0,190.0,66.52904510498047
Adam,0.15,50.0,0.0001,64.0,190.0,102.8146514892578
Adam,0.15,50.0,0.001,64.0,190.0,69.07003021240234
Adam,0.15,50.0,0.01,64.0,190.0,67.03842163085938
Adam,0.15,40.0,0.0001,64.0,190.0,95.77404022216795
Adam,0.15,40.0,0.001,64.0,190.0,68.79237365722656
Adam,0.15,40.0,0.01,64.0,190.0,66.20833587646484
Adam,0.15,30.0,0.0001,64.0,190.0,114.27821350097656
Adam,0.15,20.0,0.0001,64.0,190.0,121.00849151611328
Adam,0.15,30.0,0.01,64.0,190.0,64.80391693115234
Adam,0.15,30.0,0.001,64.0,190.0,68.7706069946289
Adam,0.15,20.0,0.001,64.0,190.0,68.70071411132812
Adam,0.15,20.0,0.01,64.0,190.0,63.80706024169922
Adam,0.15,10.0,0.0001,64.0,190.0,115.07098388671876
Adam,0.15,10.0,0.001,64.0,190.0,104.88458251953124
